Combinación de Características;Puntaje R^2; alcohol; chlorides; citric acid; density; free sulfur dioxide; pH; residual sugar; sulphates; total sulfur dioxide;volatile acidity
volatile acidity, free sulfur dioxide, density, pH, sulphates, alcohol;0,505703586;;;;;;;;;;
fixed acidity, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates, alcohol;0,505684971;;;;;;;;;;
fixed acidity, citric acid, total sulfur dioxide, pH, sulphates, alcohol;0,505503328;;;;;;;;;;
chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates, alcohol;0,505465532;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, free sulfur dioxide, sulphates, alcohol;0,505455942;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH, sulphates, alcohol;0,505448609;;;;;;;;;;
volatile acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, density, sulphates;0,505400096;;;;;;;;;;
volatile acidity, residual sugar, total sulfur dioxide, pH, sulphates, alcohol;0,505319992;;;;;;;;;;
volatile acidity, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,505274299;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,505209427;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, total sulfur dioxide, pH, sulphates, alcohol;0,505128195;;;;;;;;;;
fixed acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, sulphates, alcohol;0,505123118;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, density, pH, sulphates, alcohol;0,504825833;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, sulphates, alcohol;0,504764345;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, density, sulphates, alcohol;0,50462501;;;;;;;;;;
chlorides, free sulfur dioxide, total sulfur dioxide, pH, sulphates, alcohol;0,504607523;;;;;;;;;;
fixed acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density, sulphates, alcohol;0,504225621;;;;;;;;;;
volatile acidity, citric acid, residual sugar, pH, sulphates, alcohol;0,504151723;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, sulphates;0,504069363;;;;;;;;;;
fixed acidity, citric acid, total sulfur dioxide, density, pH, sulphates, alcohol;0,503707205;;;;;;;;;;
volatile acidity, citric acid, residual sugar, total sulfur dioxide, sulphates, alcohol;0,503311765;;;;;;;;;;
fixed acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates, alcohol;0,503197251;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, free sulfur dioxide, pH, sulphates, alcohol;0,503096839;;;;;;;;;;
citric acid, residual sugar, total sulfur dioxide, density, sulphates, alcohol;0,502991915;;;;;;;;;;
volatile acidity, citric acid, chlorides, density, pH, sulphates, alcohol;0,502991351;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, sulphates, alcohol;0,502872324;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, total sulfur dioxide, sulphates, alcohol;0,502721707;;;;;;;;;;
volatile acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, density, sulphates;0,502704784;;;;;;;;;;
citric acid, residual sugar, total sulfur dioxide, density, pH, sulphates, alcohol;0,502560372;;;;;;;;;;
volatile acidity, citric acid, total sulfur dioxide, pH, sulphates, alcohol;0,502255189;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,502130521;;;;;;;;;;
volatile acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,501613233;;;;;;;;;;
volatile acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,501549489;;;;;;;;;;
volatile acidity, citric acid, total sulfur dioxide, density, sulphates, alcohol;0,501366718;;;;;;;;;;
volatile acidity, citric acid, free sulfur dioxide, pH, sulphates, alcohol;0,501303537;;;;;;;;;;
volatile acidity, total sulfur dioxide, density, pH, sulphates, alcohol;0,501216101;;;;;;;;;;
volatile acidity, citric acid, residual sugar, density, sulphates, alcohol;0,501195793;;;;;;;;;;
citric acid, free sulfur dioxide, density, pH, sulphates, alcohol;0,50104856;;;;;;;;;;
fixed acidity, citric acid, chlorides, total sulfur dioxide, sulphates, alcohol;0,500726454;;;;;;;;;;
citric acid, residual sugar, chlorides, free sulfur dioxide, density, pH, sulphates, alcohol;0,500717428;;;;;;;;;;
fixed acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates, alcohol;0,500686402;;;;;;;;;;
volatile acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density, sulphates;0,500218192;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, pH, sulphates, alcohol;0,500173627;;;;;;;;;;
free sulfur dioxide, total sulfur dioxide, density, pH, sulphates, alcohol;0,500157268;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, density, pH, sulphates, alcohol;0,500145422;;;;;;;;;;
residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, sulphates, alcohol;0,500125678;;;;;;;;;;
fixed acidity, chlorides, free sulfur dioxide, pH, sulphates, alcohol;0,50011214;;;;;;;;;;
volatile acidity, citric acid, residual sugar, total sulfur dioxide, density, pH, sulphates, alcohol;0,500065319;;;;;;;;;;
fixed acidity, citric acid, residual sugar, total sulfur dioxide, density, pH, sulphates, alcohol;0,499968292;;;;;;;;;;
citric acid, chlorides, free sulfur dioxide, pH, sulphates, alcohol;0,499954753;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, sulphates;0,499790033;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, density, pH, sulphates, alcohol;0,499523774;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates, alcohol;0,499290233;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, density, sulphates, alcohol;0,499077;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, total sulfur dioxide, density, pH, sulphates;0,498977717;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, density, sulphates;0,498954588;;;;;;;;;;
fixed acidity, citric acid, residual sugar, total sulfur dioxide, sulphates, alcohol;0,498584533;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, density, pH, sulphates;0,498502173;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, density, sulphates, alcohol;0,498350428;;;;;;;;;;
citric acid, residual sugar, free sulfur dioxide, density, sulphates, alcohol;0,498343094;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, total sulfur dioxide, density, sulphates;0,498242119;;;;;;;;;;
volatile acidity, citric acid, density, pH, sulphates, alcohol;0,498234785;;;;;;;;;;
volatile acidity, citric acid, residual sugar, total sulfur dioxide, pH, sulphates, alcohol;0,497296108;;;;;;;;;;
fixed acidity, citric acid, free sulfur dioxide, total sulfur dioxide, sulphates, alcohol;0,497065952;;;;;;;;;;
citric acid, residual sugar, chlorides, total sulfur dioxide, pH, sulphates, alcohol;0,497006156;;;;;;;;;;
residual sugar, chlorides, total sulfur dioxide, pH, sulphates, alcohol;0,496977951;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, total sulfur dioxide, density, pH, sulphates;0,496924361;;;;;;;;;;
fixed acidity, citric acid, chlorides, free sulfur dioxide, density, pH, sulphates, alcohol;0,496377175;;;;;;;;;;
fixed acidity, citric acid, residual sugar, free sulfur dioxide, density, pH, sulphates, alcohol;0,496222045;;;;;;;;;;
volatile acidity, citric acid, chlorides, density, sulphates, alcohol;0,496122198;;;;;;;;;;
residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, sulphates, alcohol;0,495461626;;;;;;;;;;
volatile acidity, residual sugar, free sulfur dioxide, pH, sulphates, alcohol;0,495410857;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, pH, sulphates, alcohol;0,495397882;;;;;;;;;;
residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates, alcohol;0,495393369;;;;;;;;;;
citric acid, residual sugar, chlorides, free sulfur dioxide, sulphates, alcohol;0,495313266;;;;;;;;;;
residual sugar, chlorides, total sulfur dioxide, density, pH, sulphates, alcohol;0,495301419;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, density, pH, sulphates, alcohol;0,495277163;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, total sulfur dioxide, density, sulphates;0,495233162;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, free sulfur dioxide, total sulfur dioxide, density, sulphates;0,495201572;;;;;;;;;;
citric acid, chlorides, free sulfur dioxide, density, pH, sulphates, alcohol;0,494935877;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, density, sulphates;0,494887928;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,494559052;;;;;;;;;;
residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,494396025;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, pH, sulphates, alcohol;0,494247664;;;;;;;;;;
fixed acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates, alcohol;0,494228484;;;;;;;;;;
fixed acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, sulphates, alcohol;0,493972379;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, sulphates, alcohol;0,493888327;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, pH, sulphates, alcohol;0,493666632;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, pH, sulphates, alcohol;0,493633914;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, sulphates, alcohol;0,49321196;;;;;;;;;;
volatile acidity, citric acid, chlorides, total sulfur dioxide, density, sulphates;0,493131857;;;;;;;;;;
citric acid, residual sugar, total sulfur dioxide, pH, sulphates, alcohol;0,492919752;;;;;;;;;;
volatile acidity, citric acid, chlorides, pH, sulphates, alcohol;0,492770263;;;;;;;;;;
citric acid, residual sugar, chlorides, free sulfur dioxide, pH, sulphates, alcohol;0,492768007;;;;;;;;;;
volatile acidity, citric acid, residual sugar, density, pH, sulphates, alcohol;0,492729083;;;;;;;;;;
fixed acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,492620774;;;;;;;;;;
fixed acidity, residual sugar, chlorides, total sulfur dioxide, density, pH, sulphates, alcohol;0,492570569;;;;;;;;;;
volatile acidity, citric acid, residual sugar, free sulfur dioxide, sulphates, alcohol;0,492159333;;;;;;;;;;
citric acid, residual sugar, free sulfur dioxide, pH, sulphates, alcohol;0,491952305;;;;;;;;;;
fixed acidity, free sulfur dioxide, total sulfur dioxide, density, sulphates, alcohol;0,491678148;;;;;;;;;;
fixed acidity, citric acid, free sulfur dioxide, density, sulphates, alcohol;0,491629071;;;;;;;;;;
chlorides, free sulfur dioxide, density, pH, sulphates, alcohol;0,491610455;;;;;;;;;;
volatile acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,491220656;;;;;;;;;;
volatile acidity, citric acid, chlorides, total sulfur dioxide, density, pH, sulphates;0,491207118;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, sulphates, alcohol;0,490939166;;;;;;;;;;
fixed acidity, citric acid, residual sugar, free sulfur dioxide, pH, sulphates, alcohol;0,490907576;;;;;;;;;;
citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,490768241;;;;;;;;;;
fixed acidity, chlorides, free sulfur dioxide, total sulfur dioxide, sulphates, alcohol;0,490762036;;;;;;;;;;
citric acid, residual sugar, free sulfur dioxide, density, pH, sulphates, alcohol;0,490659932;;;;;;;;;;
fixed acidity, residual sugar, free sulfur dioxide, pH, sulphates, alcohol;0,49065824;;;;;;;;;;
fixed acidity, volatile acidity, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,490542597;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, density, pH, sulphates, alcohol;0,49022444;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, density, pH, sulphates, alcohol;0,490210337;;;;;;;;;;
residual sugar, total sulfur dioxide, density, pH, sulphates, alcohol;0,490181004;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, sulphates, alcohol;0,490143772;;;;;;;;;;
fixed acidity, citric acid, chlorides, free sulfur dioxide, pH, sulphates, alcohol;0,490120644;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, free sulfur dioxide, density, sulphates;0,490086233;;;;;;;;;;
volatile acidity, residual sugar, chlorides, free sulfur dioxide, density, sulphates;0,489896693;;;;;;;;;;
citric acid, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,489817717;;;;;;;;;;
volatile acidity, citric acid, chlorides, free sulfur dioxide, density, pH, sulphates;0,489190993;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, total sulfur dioxide, density, pH, sulphates;0,489122735;;;;;;;;;;
volatile acidity, chlorides, total sulfur dioxide, density, pH, sulphates;0,489054478;;;;;;;;;;
fixed acidity, residual sugar, chlorides, free sulfur dioxide, pH, sulphates, alcohol;0,488896528;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, density, sulphates;0,488821501;;;;;;;;;;
fixed acidity, volatile acidity, density, pH, sulphates, alcohol;0,488729552;;;;;;;;;;
fixed acidity, residual sugar, chlorides, total sulfur dioxide, sulphates, alcohol;0,488717141;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, density, sulphates;0,488680474;;;;;;;;;;
fixed acidity, total sulfur dioxide, density, pH, sulphates, alcohol;0,48843283;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, density, pH, sulphates, alcohol;0,487999031;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, density, pH, sulphates, alcohol;0,487989441;;;;;;;;;;
citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density, sulphates;0,487829234;;;;;;;;;;
fixed acidity, citric acid, residual sugar, free sulfur dioxide, density, sulphates, alcohol;0,487807234;;;;;;;;;;
chlorides, free sulfur dioxide, total sulfur dioxide, density, sulphates, alcohol;0,487566923;;;;;;;;;;
fixed acidity, citric acid, residual sugar, total sulfur dioxide, pH, sulphates, alcohol;0,487456922;;;;;;;;;;
volatile acidity, chlorides, free sulfur dioxide, density, pH, sulphates;0,487192919;;;;;;;;;;
residual sugar, free sulfur dioxide, density, pH, sulphates, alcohol;0,486736555;;;;;;;;;;
fixed acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, sulphates, alcohol;0,486736555;;;;;;;;;;
fixed acidity, chlorides, free sulfur dioxide, density, pH, sulphates, alcohol;0,486656452;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, free sulfur dioxide, density, pH, sulphates;0,486600041;;;;;;;;;;
citric acid, residual sugar, density, pH, sulphates, alcohol;0,486280429;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, total sulfur dioxide, density, pH, sulphates;0,48581875;;;;;;;;;;
fixed acidity, residual sugar, total sulfur dioxide, pH, sulphates, alcohol;0,485411463;;;;;;;;;;
fixed acidity, chlorides, total sulfur dioxide, density, sulphates, alcohol;0,484917304;;;;;;;;;;
citric acid, chlorides, free sulfur dioxide, density, sulphates, alcohol;0,484579967;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, pH, sulphates, alcohol;0,484415811;;;;;;;;;;
volatile acidity, residual sugar, chlorides, density, sulphates, alcohol;0,484376888;;;;;;;;;;
residual sugar, chlorides, free sulfur dioxide, density, pH, sulphates, alcohol;0,484357708;;;;;;;;;;
fixed acidity, residual sugar, chlorides, free sulfur dioxide, sulphates, alcohol;0,484297913;;;;;;;;;;
fixed acidity, citric acid, residual sugar, total sulfur dioxide, density, sulphates, alcohol;0,484247707;;;;;;;;;;
volatile acidity, residual sugar, chlorides, pH, sulphates, alcohol;0,484224578;;;;;;;;;;
citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,484169296;;;;;;;;;;
fixed acidity, chlorides, free sulfur dioxide, total sulfur dioxide, density, sulphates, alcohol;0,484078474;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, density, pH, sulphates, alcohol;0,484038423;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, density, pH, sulphates;0,483586571;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, density, pH, sulphates;0,483559494;;;;;;;;;;
volatile acidity, chlorides, density, pH, sulphates, alcohol;0,483470365;;;;;;;;;;
citric acid, residual sugar, chlorides, pH, sulphates, alcohol;0,483087899;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, density, sulphates, alcohol;0,482734767;;;;;;;;;;
fixed acidity, chlorides, total sulfur dioxide, density, pH, sulphates;0,482564406;;;;;;;;;;
fixed acidity, citric acid, total sulfur dioxide, density, sulphates, alcohol;0,482337634;;;;;;;;;;
volatile acidity, citric acid, residual sugar, free sulfur dioxide, density, sulphates;0,482286865;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, density, sulphates;0,482165581;;;;;;;;;;
citric acid, residual sugar, chlorides, density, pH, sulphates, alcohol;0,482070247;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, density, pH, sulphates, alcohol;0,48195404;;;;;;;;;;
fixed acidity, residual sugar, total sulfur dioxide, density, pH, sulphates, alcohol;0,481574395;;;;;;;;;;
citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,481511215;;;;;;;;;;
citric acid, chlorides, density, pH, sulphates, alcohol;0,481154134;;;;;;;;;;
fixed acidity, residual sugar, chlorides, total sulfur dioxide, density, sulphates, alcohol;0,480927926;;;;;;;;;;
volatile acidity, residual sugar, total sulfur dioxide, density, pH, sulphates;0,480468178;;;;;;;;;;
residual sugar, chlorides, total sulfur dioxide, density, pH, sulphates;0,480085712;;;;;;;;;;
fixed acidity, citric acid, density, pH, sulphates, alcohol;0,480002788;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, pH, sulphates, alcohol;0,479803658;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, density, sulphates, alcohol;0,479793504;;;;;;;;;;
fixed acidity, citric acid, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,479671656;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, density, sulphates;0,479605091;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, total sulfur dioxide, density, sulphates;0,479584783;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, density, sulphates, alcohol;0,479436423;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, free sulfur dioxide, density, sulphates;0,4789857;;;;;;;;;;
citric acid, residual sugar, chlorides, free sulfur dioxide, density, sulphates, alcohol;0,478857647;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, density, pH, sulphates;0,478854262;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, density, sulphates;0,478754415;;;;;;;;;;
volatile acidity, citric acid, residual sugar, free sulfur dioxide, density, pH, sulphates;0,478638209;;;;;;;;;;
volatile acidity, residual sugar, chlorides, free sulfur dioxide, density, pH, sulphates;0,478635388;;;;;;;;;;
fixed acidity, citric acid, residual sugar, free sulfur dioxide, sulphates, alcohol;0,478616208;;;;;;;;;;
fixed acidity, chlorides, density, pH, sulphates, alcohol;0,478194819;;;;;;;;;;
fixed acidity, citric acid, chlorides, total sulfur dioxide, density, sulphates, alcohol;0,477274758;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, density, pH, sulphates;0,476807111;;;;;;;;;;
fixed acidity, residual sugar, free sulfur dioxide, density, pH, sulphates, alcohol;0,476670597;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, density, sulphates, alcohol;0,476566801;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, pH, sulphates, alcohol;0,476348491;;;;;;;;;;
fixed acidity, citric acid, chlorides, free sulfur dioxide, sulphates, alcohol;0,476087873;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, free sulfur dioxide, total sulfur dioxide, density, sulphates;0,475761818;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, sulphates, alcohol;0,475735869;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, density, sulphates, alcohol;0,475437455;;;;;;;;;;
residual sugar, chlorides, total sulfur dioxide, density, sulphates, alcohol;0,475334223;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,475127759;;;;;;;;;;
fixed acidity, free sulfur dioxide, density, pH, sulphates, alcohol;0,474957963;;;;;;;;;;
fixed acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density, sulphates;0,474586779;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,474471701;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, total sulfur dioxide, density, sulphates;0,474204877;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, free sulfur dioxide, density, pH, sulphates;0,473900259;;;;;;;;;;
fixed acidity, citric acid, chlorides, free sulfur dioxide, density, sulphates, alcohol;0,473657128;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, density, sulphates, alcohol;0,473476613;;;;;;;;;;
residual sugar, free sulfur dioxide, total sulfur dioxide, density, sulphates, alcohol;0,473393689;;;;;;;;;;
fixed acidity, residual sugar, chlorides, pH, sulphates, alcohol;0,47327579;;;;;;;;;;
residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,473039429;;;;;;;;;;
citric acid, chlorides, total sulfur dioxide, density, pH, sulphates;0,47300389;;;;;;;;;;
fixed acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, density, sulphates, alcohol;0,472946351;;;;;;;;;;
citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, sulphates;0,472669373;;;;;;;;;;
citric acid, residual sugar, chlorides, total sulfur dioxide, density, pH, sulphates;0,472659219;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, sulphates, alcohol;0,472645681;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, density, pH, sulphates;0,472513679;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,472435268;;;;;;;;;;
volatile acidity, citric acid, chlorides, free sulfur dioxide, density, sulphates;0,47192757;;;;;;;;;;
volatile acidity, citric acid, residual sugar, total sulfur dioxide, density, sulphates;0,47140859;;;;;;;;;;
citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, density, sulphates;0,471362333;;;;;;;;;;
volatile acidity, residual sugar, density, pH, sulphates, alcohol;0,470445656;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, free sulfur dioxide, density, sulphates;0,470287706;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, density, pH, sulphates;0,470229038;;;;;;;;;;
volatile acidity, citric acid, residual sugar, total sulfur dioxide, density, pH, sulphates;0,470222833;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, free sulfur dioxide, density, sulphates;0,470176012;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, density, sulphates, alcohol;0,470151755;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, total sulfur dioxide, density, pH, sulphates;0,469200668;;;;;;;;;;
fixed acidity, volatile acidity, total sulfur dioxide, density, pH, sulphates;0,469077692;;;;;;;;;;
fixed acidity, volatile acidity, free sulfur dioxide, total sulfur dioxide, density, sulphates;0,46902523;;;;;;;;;;
volatile acidity, residual sugar, chlorides, density, pH, sulphates;0,468808048;;;;;;;;;;
fixed acidity, residual sugar, chlorides, free sulfur dioxide, density, pH, sulphates, alcohol;0,468748253;;;;;;;;;;
volatile acidity, citric acid, total sulfur dioxide, density, pH, sulphates;0,468629226;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, free sulfur dioxide, density, sulphates;0,468097271;;;;;;;;;;
volatile acidity, residual sugar, free sulfur dioxide, density, pH, sulphates;0,467339109;;;;;;;;;;
residual sugar, chlorides, free sulfur dioxide, density, sulphates, alcohol;0,467255057;;;;;;;;;;
fixed acidity, citric acid, chlorides, pH, sulphates, alcohol;0,46716762;;;;;;;;;;
fixed acidity, citric acid, free sulfur dioxide, total sulfur dioxide, density, sulphates;0,466926181;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, density, pH, sulphates;0,466588844;;;;;;;;;;
volatile acidity, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,465916426;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, density, pH, sulphates;0,465913042;;;;;;;;;;
volatile acidity, citric acid, free sulfur dioxide, total sulfur dioxide, density, sulphates;0,465595448;;;;;;;;;;
residual sugar, chlorides, density, pH, sulphates, alcohol;0,465239496;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, sulphates, alcohol;0,464840671;;;;;;;;;;
fixed acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, sulphates;0,464802311;;;;;;;;;;
volatile acidity, citric acid, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,464429435;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, sulphates;0,463864763;;;;;;;;;;
fixed acidity, citric acid, residual sugar, total sulfur dioxide, density, pH, sulphates;0,462373823;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, free sulfur dioxide, total sulfur dioxide, sulphates;0,462363105;;;;;;;;;;
fixed acidity, citric acid, chlorides, total sulfur dioxide, density, sulphates;0,462040435;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, free sulfur dioxide, density, pH, sulphates;0,46192592;;;;;;;;;;
fixed acidity, residual sugar, chlorides, total sulfur dioxide, density, pH, sulphates;0,461534993;;;;;;;;;;
fixed acidity, citric acid, chlorides, total sulfur dioxide, density, pH, sulphates;0,461519198;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, density, pH, sulphates, alcohol;0,461515249;;;;;;;;;;
fixed acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,461485916;;;;;;;;;;
fixed acidity, citric acid, residual sugar, pH, sulphates, alcohol;0,461333606;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, sulphates;0,460917858;;;;;;;;;;
citric acid, residual sugar, total sulfur dioxide, density, pH, sulphates;0,460632419;;;;;;;;;;
